MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
Two_Story_1946_and_Newer,Residential_Low_Density,50,9350,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Good,1946,1950,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,405,747,GasA,Excellent,Y,SBrkr,892,747,1639,0,0,1,1,3,1,6,Typ,1,Detchd,Unf,1,240,Typical,Paved,0,50,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,154.4,-93.66527099999999,42.026133
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,7440,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,BLQ,2,Unf,0,916,1089,GasW,Typical,Y,SBrkr,1089,0,1089,1,0,1,0,3,1,5,Typ,1,Detchd,RFn,1,252,Typical,Partial_Pavement,328,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2009,WD ,Normal,125,-93.660147,42.026307
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11500,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,Slab,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,N,SBrkr,845,0,845,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,290,Typical,Dirt_Gravel,186,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,84,-93.663366,42.024993
One_Story_PUD_1946_and_Newer,Residential_Low_Density,42,4235,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,One_Story,Average,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149,Typical,CBlock,Typical,Mn,GLQ,3,ALQ,393,104,1049,GasA,Typical,Y,SBrkr,1049,0,1049,1,0,2,0,2,1,5,Typ,0,Attchd,Fin,1,266,Typical,Paved,0,105,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,139.5,-93.6641939,42.0246851
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,11409,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,No,LwQ,4,Unf,0,476,768,GasA,Good,Y,SBrkr,1148,568,1716,0,0,1,1,3,1,8,Min2,1,Attchd,Unf,1,281,Typical,Paved,0,0,0,0,160,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,131,-93.66104,42.02472119999999
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9060,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Typical,BrkTil,Typical,Mn,Rec,6,Unf,0,356,560,GasA,Typical,Y,SBrkr,698,560,1258,0,0,1,0,2,1,6,Typ,0,Detchd,Unf,1,280,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2009,WD ,Normal,105,-93.661005,42.023548
Two_Story_1945_and_Older,Residential_Low_Density,60,9084,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,OneFam,Two_Story,Average,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,Mn,Unf,7,Unf,0,755,755,GasA,Typical,Y,SBrkr,755,755,1510,1,0,1,0,4,1,7,Typ,1,Detchd,Unf,1,296,Poor,Partial_Pavement,120,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2009,WD ,Normal,108,-93.659855,42.022754
Split_or_Multilevel,Residential_Low_Density,74,10778,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Feedr,Norm,OneFam,SLvl,Above_Average,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,GLQ,3,ALQ,286,308,1054,GasA,Good,Y,SBrkr,1061,0,1061,1,0,1,1,1,1,4,Typ,0,Attchd,Unf,2,462,Typical,Paved,114,36,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,162,-93.684708,42.034183
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,79,12327,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Inside,Mod,Sawyer_West,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Gd,GLQ,3,Unf,0,55,1496,GasA,Excellent,Y,SBrkr,1496,636,2132,1,0,1,1,1,1,5,Min2,1,BuiltIn,Fin,2,612,Typical,Paved,349,40,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,316.6,-93.685986,42.0318449
Two_Story_1946_and_Newer,Residential_Low_Density,85,10560,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,PConc,Good,No,GLQ,3,Unf,0,605,1079,GasA,Excellent,Y,SBrkr,1079,800,1879,1,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,473,Typical,Paved,400,100,144,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2009,WD ,Normal,239.9,-93.682025,42.030623
Two_Story_1946_and_Newer,Residential_Low_Density,80,9828,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,Two_Story,Average,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,544,1128,GasA,Excellent,Y,SBrkr,1142,878,2020,0,0,2,1,3,1,8,Typ,1,Attchd,RFn,2,466,Typical,Paved,0,155,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,239.5,-93.682176,42.030678
Two_Story_1945_and_Older,Residential_Low_Density,120,26400,Pave,No_Alley_Access,Regular,Bnk,AllPub,FR2,Gtl,Sawyer_West,Feedr,Norm,OneFam,Two_Story,Good,1880,2007,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,PConc,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,1288,728,2016,0,0,1,0,4,1,7,Mod,1,Attchd,Unf,2,576,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,131,-93.679789,42.03252
Duplex_All_Styles_and_Ages,Residential_Low_Density,0,11855,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,Two_Story,Average,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23,Typical,PConc,Typical,No,GLQ,3,Unf,0,348,1168,GasA,Excellent,Y,SBrkr,1168,1619,2787,2,0,4,2,6,2,8,Typ,2,BuiltIn,Fin,4,820,Typical,Paved,312,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,269.5,-93.679856,42.030531
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,10637,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,417,1705,GasA,Excellent,Y,SBrkr,1718,0,1718,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,3,826,Typical,Paved,208,44,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,297,-93.688859,42.026482
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,10226,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270,Typical,PConc,Typical,Gd,Unf,7,Unf,0,1622,1622,GasA,Excellent,Y,SBrkr,1630,0,1630,1,0,2,0,3,1,8,Typ,1,Attchd,RFn,3,860,Typical,Paved,172,42,0,0,0,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,295.493,-93.688993,42.026414
Two_Story_1946_and_Newer,Residential_Low_Density,68,10769,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,846,866,GasA,Excellent,Y,SBrkr,866,902,1768,0,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,578,Typical,Paved,144,105,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,212,-93.690971,42.025293
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,77,11422,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352,Typical,PConc,Typical,Av,GLQ,3,Unf,0,479,1838,GasA,Excellent,Y,SBrkr,1838,0,1838,1,0,2,0,3,1,7,Typ,2,Attchd,RFn,2,524,Typical,Paved,154,222,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,272.5,-93.690364,42.025577
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,6762,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,380,1282,GasA,Excellent,Y,SBrkr,1290,0,1290,1,0,2,0,2,1,6,Typ,1,Attchd,RFn,2,662,Typical,Paved,168,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,200,-93.691433,42.024613
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,10324,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,Typical,PConc,Typical,Av,GLQ,3,Unf,0,382,1254,GasA,Excellent,Y,SBrkr,1254,0,1254,1,0,2,0,2,1,5,Typ,0,Attchd,RFn,3,810,Typical,Paved,168,92,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,221.8,-93.69157,42.024765
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,7314,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,Typical,PConc,Typical,Av,GLQ,3,Unf,0,508,1232,GasA,Excellent,Y,SBrkr,1232,0,1232,1,0,2,0,2,1,6,Typ,0,Attchd,RFn,2,632,Typical,Paved,132,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,194.5,-93.690111,42.024327
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,11645,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,1474,1498,GasA,Excellent,Y,SBrkr,1498,0,1498,0,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,844,Typical,Paved,144,98,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,237,-93.689066,42.024399
Two_Story_1946_and_Newer,Residential_Low_Density,79,11646,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,704,704,GasA,Excellent,Y,SBrkr,704,718,1422,0,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,440,Typical,Paved,36,28,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,173,-93.689081,42.02322
Split_or_Multilevel,Residential_Low_Density,0,12800,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Sawyer_West,Norm,Norm,OneFam,SLvl,Average,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,0,1518,GasA,Good,Y,SBrkr,1644,0,1644,1,1,2,0,2,1,5,Typ,1,Attchd,Fin,2,569,Typical,Paved,80,0,0,0,396,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,275,-93.685125,42.029772
Two_Story_1946_and_Newer,Residential_Low_Density,0,16698,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Mod,Clear_Creek,Norm,Norm,OneFam,Two_Story,Average,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,649,1449,GasA,Good,Y,SBrkr,944,815,1759,1,0,2,1,3,1,7,Typ,1,Attchd,Unf,2,525,Typical,Paved,150,193,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,233.5,-93.679297,42.02792
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,12464,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,Corner,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Good,PConc,Typical,No,GLQ,3,Unf,0,308,1040,GasA,Good,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,6,Typ,0,Detchd,Unf,2,576,Typical,Paved,168,0,0,0,0,0,No_Pool,Good_Privacy,None,0,11,2009,WD ,Normal,152,-93.691883,42.021171
Two_Story_1946_and_Newer,Residential_Low_Density,65,15426,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,107,928,GasA,Excellent,Y,SBrkr,928,836,1764,1,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,470,Typical,Paved,276,99,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2009,WD ,Normal,231.5,-93.688372,42.021207
Two_Story_1946_and_Newer,Residential_Low_Density,43,10667,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,PosN,Norm,OneFam,Two_Story,Above_Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,ALQ,344,70,799,GasA,Excellent,Y,SBrkr,827,834,1661,1,0,2,1,3,1,6,Typ,1,Attchd,RFn,2,550,Typical,Paved,158,61,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,ConLw,Normal,212,-93.690401,42.020817
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,14753,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,Inside,Gtl,College_Creek,PosN,Norm,OneFam,One_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,513,1463,GasA,Excellent,Y,SBrkr,1463,0,1463,1,0,2,0,3,1,5,Typ,0,Attchd,Fin,2,539,Typical,Paved,0,81,0,0,0,0,No_Pool,Good_Privacy,None,0,12,2009,WD ,Normal,207,-93.691355,42.019784
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,112,10859,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1097,1097,GasA,Excellent,Y,SBrkr,1097,0,1097,0,0,1,1,3,1,6,Typ,0,Attchd,Unf,2,672,Typical,Paved,392,64,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,145,-93.691585,42.018996
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8072,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Good,PConc,Good,No,ALQ,1,Unf,0,244,990,GasA,Excellent,Y,SBrkr,990,0,990,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,2,480,Typical,Paved,0,64,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,138,-93.69286679999999,42.0197228
Two_Story_1946_and_Newer,Residential_Low_Density,80,10400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,866,866,GasA,Excellent,Y,SBrkr,866,913,1779,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,546,Typical,Paved,198,36,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,197.9,-93.690548,42.018597
Two_Story_1946_and_Newer,Residential_Low_Density,70,8750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Typical,PConc,Typical,No,GLQ,3,Unf,0,322,928,GasA,Excellent,Y,SBrkr,928,844,1772,1,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,492,Typical,Paved,150,96,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,200,-93.688383,42.018667
Two_Story_1946_and_Newer,Residential_Low_Density,68,8935,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,Typical,PConc,Typical,No,Unf,7,Unf,0,831,831,GasA,Excellent,Y,SBrkr,831,829,1660,0,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,493,Typical,Paved,144,68,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,195,-93.689431,42.016862
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,9808,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,Typical,PConc,Typical,No,GLQ,3,Unf,0,785,1573,GasA,Excellent,Y,SBrkr,1573,0,1573,1,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,544,Typical,Paved,0,72,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,227,-93.691175,42.016399
Two_Story_1946_and_Newer,Residential_Low_Density,79,12420,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,278,944,GasA,Excellent,Y,SBrkr,944,896,1840,1,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,622,Typical,Paved,0,45,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,230,-93.689438,42.01571
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,16285,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1413,1413,GasA,Excellent,Y,SBrkr,1430,0,1430,0,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,605,Typical,Paved,0,33,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,187.1,-93.689942,42.016551
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,10739,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Typical,PConc,Typical,No,GLQ,3,Unf,0,172,1431,GasA,Excellent,Y,SBrkr,1444,0,1444,1,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,577,Typical,Paved,144,40,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,203,-93.691672,42.01613
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8430,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,Typical,CBlock,Typical,No,Rec,6,Unf,0,424,1040,GasA,Typical,Y,SBrkr,1040,0,1040,0,0,2,0,3,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,124,-93.686916,42.021384
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,16269,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,Typical,BrkTil,Typical,Av,GLQ,3,Unf,0,282,907,GasA,Typical,Y,SBrkr,907,0,907,0,0,1,0,3,1,5,Typ,0,Attchd,Unf,1,343,Typical,Paved,72,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,140,-93.687212,42.020087
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,6950,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,Typical,CBlock,Typical,No,ALQ,1,BLQ,72,132,914,GasA,Typical,Y,SBrkr,914,0,914,1,0,1,0,2,1,5,Typ,0,Attchd,Unf,2,444,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,134.9,-93.687219,42.019184
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,8800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,Mn,LwQ,4,Rec,144,364,1040,GasA,Typical,Y,SBrkr,1040,0,1040,0,0,2,0,3,1,5,Typ,0,Detchd,Unf,2,484,Typical,Paved,0,0,0,0,288,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,150.5,-93.685068,42.019697
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,36,15523,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,Typical,CBlock,Typical,Av,BLQ,2,Unf,0,404,864,GasA,Excellent,Y,SBrkr,864,0,864,1,0,1,0,3,1,5,Typ,1,Attchd,Unf,1,338,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,133.5,-93.683157,42.020666
Split_Foyer,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SFoyer,Very_Good,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0,Good,CBlock,Typical,Av,GLQ,3,Unf,0,108,768,GasA,Good,Y,SBrkr,768,0,768,0,1,1,0,2,1,5,Typ,0,Detchd,Fin,1,396,Typical,Paved,192,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2009,WD ,Normal,133.9,-93.68317,42.021788
Split_Foyer,Residential_Low_Density,70,8445,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,SFoyer,Good,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0,Typical,CBlock,Typical,Av,GLQ,3,Unf,0,112,768,GasA,Typical,Y,SBrkr,768,0,768,1,0,1,0,2,1,5,Typ,0,Detchd,Unf,2,396,Typical,Paved,58,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2009,WD ,Normal,133,-93.68351,42.020843
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,11664,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,335,1569,GasA,Excellent,Y,SBrkr,1611,0,1611,1,0,2,0,3,1,6,Typ,0,Attchd,RFn,3,1231,Typical,Paved,262,93,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,250,-93.687819,42.017109
Two_Story_1946_and_Newer,Residential_Low_Density,0,12334,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Typical,PConc,Typical,Av,Unf,7,Unf,0,1068,1068,GasA,Excellent,Y,SBrkr,1068,1116,2184,0,0,2,1,4,1,8,Typ,1,BuiltIn,RFn,2,570,Typical,Paved,192,132,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,254.75,-93.686218,42.018722
